lemme,cgram,gender,freqlivres_total,french_formatted,english
confiner,VER,,5.34,confiner,confine
paralysé,ADJ,,5.34,paralysé,paralyzed
sénégalais,ADJ,,5.34,sénégalais,Senegalese
location,NOM,f,5.34,la location,the rental
pieu,NOM,m,5.34,le pieu,the stake
créneau,NOM,m,5.34,le créneau,the niche
éloquent,ADJ,,5.34,éloquent,eloquent
rondelle,NOM,f,5.34,la rondelle,the washers
libraire,NOM,m,5.34,le libraire,the bookseller
sommaire,ADJ,,5.34,sommaire,summary
tweed,NOM,m,5.34,le tweed,le tweed
volcan,NOM,m,5.34,le volcan,the volcano
rentré,ADJ,,5.34,rentré,go home
piétinement,NOM,m,5.34,le piétinement,the trampling
patriotique,ADJ,,5.34,patriotique,patriotic
mémère,NOM,f,5.33,la mémère,the grandmother
isba,NOM,f,5.33,la isba,the land
couplet,NOM,m,5.33,le couplet,the verse
colombe,NOM,f,5.33,la colombe,the dove
harpe,NOM,f,5.33,la harpe,the harp
homard,NOM,m,5.33,le homard,the lobster
révolu,ADJ,,5.33,révolu,gone
cristallin,ADJ,,5.33,cristallin,crystalline
amabilité,NOM,f,5.33,la amabilité,the kindness
dépendance,NOM,f,5.33,la dépendance,addiction
recouvrer,VER,,5.29,recouvrer,recover
ressasser,VER,,5.29,ressasser,to rehash
rôtir,VER,,5.29,rôtir,roast
forfait,NOM,m,5.28,le forfait,the package
intégral,ADJ,,5.28,intégral,integral
patiner,VER,,5.28,patiner,to skate
enculer,VER,,5.28,enculer,fuck
convoiter,VER,,5.28,convoiter,covet
jury,NOM,m,5.279999999999999,le jury,le jury
confirmation,NOM,f,5.279999999999999,la confirmation,confirmation
bienvenue,NOM,f,5.279999999999999,la bienvenue,welcome
emphase,NOM,f,5.2700000000000005,la emphase,the emphasis
subjuguer,VER,,5.2700000000000005,subjuguer,subjugate
fanfare,NOM,f,5.2700000000000005,la fanfare,the fanfare
écuyer,NOM,m,5.2700000000000005,le écuyer,the squire
indiscutable,ADJ,,5.2700000000000005,indiscutable,indisputable
adultère,NOM,m,5.2700000000000005,le adultère,the adultery
répulsion,NOM,f,5.2700000000000005,la répulsion,repulsion
dictature,NOM,f,5.2700000000000005,la dictature,the dictatorship
levier,NOM,m,5.2700000000000005,le levier,the lever
indécent,ADJ,,5.2700000000000005,indécent,indecent
résonance,NOM,f,5.2700000000000005,la résonance,the resonance
tee-shirt,NOM,m,5.2700000000000005,le tee-shirt,the t-shirt
thermomètre,NOM,m,5.2700000000000005,le thermomètre,the thermometer
scellé,NOM,m,5.2700000000000005,le scellé,the seal
restauration,NOM,f,5.2700000000000005,la restauration,the Restoration
effondré,ADJ,,5.2700000000000005,effondré,collapsed
ratisser,VER,,5.2700000000000005,ratisser,rake
impalpable,ADJ,,5.2700000000000005,impalpable,impalpable
festival,NOM,m,5.27,le festival,the festivals
futaie,NOM,f,5.27,la futaie,the high forest
cataclysme,NOM,m,5.27,le cataclysme,the cataclysm
charpente,NOM,f,5.27,la charpente,the framework
gland,NOM,m,5.27,le gland,the acorn
délicieusement,ADV,,5.27,délicieusement,deliciously
ustensile,NOM,m,5.27,le ustensile,the utensil
ronronnement,NOM,m,5.27,le ronronnement,the purring
cow-boy,NOM,m,5.27,le cow-boy,le cow-boy
physionomie,NOM,f,5.27,la physionomie,physiognomy
pudique,ADJ,,5.27,pudique,modest
semence,NOM,f,5.27,la semence,the seed
provenance,NOM,f,5.27,la provenance,the origin
garagiste,NOM,m,5.27,le garagiste,the mechanic
hou,ONO,,5.27,hou,new
réprobation,NOM,f,5.27,la réprobation,disapproval
incohérent,ADJ,,5.27,incohérent,incoherent
affectation,NOM,f,5.27,la affectation,the assignment
fétiche,NOM,m,5.27,le fétiche,the fetish
pouf,NOM,m,5.27,le pouf,the pouf
particule,NOM,f,5.27,la particule,the particle
crevette,NOM,f,5.27,la crevette,the prawn/shrimp
bouleversant,ADJ,,5.26,bouleversant,upsetting
troué,ADJ,,5.26,troué,holed
progressif,ADJ,,5.26,progressif,progressive
rimer,VER,,5.26,rimer,rhymes
emmêler,VER,,5.25,emmêler,entangle
démêler,VER,,5.23,démêler,untangle
priser,VER,,5.23,priser,prices
élaborer,VER,,5.23,élaborer,elaborate
rafler,VER,,5.23,rafler,to snatch
réintégrer,VER,,5.220000000000001,réintégrer,reintegrate
fuyard,NOM,m,5.22,le fuyard,the fugitive
éventrer,VER,,5.22,éventrer,to disembowel
lépreux,NOM,m,5.22,le lépreux,the leper
transférer,VER,,5.22,transférer,transfer
ériger,VER,,5.22,ériger,to erect
rétroviseur,NOM,m,5.21,le rétroviseur,the rearview mirror
enclume,NOM,f,5.21,la enclume,the anvil
géométrie,NOM,f,5.21,la géométrie,geometry
seconder,VER,,5.21,seconder,to second
lyrique,ADJ,,5.21,lyrique,lyrical
décharné,ADJ,,5.21,décharné,emaciated
insistant,ADJ,,5.21,insistant,insistent
effaroucher,VER,,5.21,effaroucher,effaroucher
braver,VER,,5.21,braver,braver
immobilier,ADJ,,5.21,immobilier,real estate
sida,NOM,m,5.21,le sida,AIDS
pianiste,NOM,m,5.21,le pianiste,the pianist
empêtrer,VER,,5.21,empêtrer,entangle
miséricorde,NOM,f,5.21,la miséricorde,mercy
incarnation,NOM,f,5.21,la incarnation,the incarnation
subtilité,NOM,f,5.21,la subtilité,subtlety
dépêche,NOM,f,5.21,la dépêche,the dispatch
mansarde,NOM,f,5.2,la mansarde,in the attics
sans-pareil,NOM,m,5.2,le sans-pareil,the unparalleled
radeau,NOM,m,5.2,le radeau,the raft
désirable,ADJ,,5.2,désirable,desirable
charcuterie,NOM,f,5.2,la charcuterie,cold cuts
amèrement,ADV,,5.2,amèrement,bitterly
pus,ADJ,,5.2,pus,put
chimie,NOM,f,5.2,la chimie,chemistry
naseau,NOM,m,5.2,le naseau,the nostril
tyran,NOM,m,5.2,le tyran,the tyrant
ardemment,ADV,,5.2,ardemment,ardently
tare,NOM,f,5.2,la tare,loud
envol,NOM,m,5.2,le envol,the flight
momentanément,ADV,,5.2,momentanément,momentarily
saccadé,ADJ,,5.2,saccadé,jerky
vrac,NOM,m,5.2,le vrac,bulk
cantonnement,NOM,m,5.2,le cantonnement,the cantonment
invalide,NOM,m,5.2,le invalide,the invalid
pensivement,ADV,,5.2,pensivement,pensivement
habilement,ADV,,5.2,habilement,skillfully
bourru,ADJ,,5.2,bourru,gruff
engluer,VER,,5.2,engluer,English
accoudoir,NOM,m,5.2,le accoudoir,the armrest
désaccord,NOM,m,5.199999999999999,le désaccord,the disagreement
ménagement,NOM,m,5.199999999999999,le ménagement,housekeeping
brunâtre,ADJ,,5.199999999999999,brunâtre,brownish
crique,NOM,f,5.199999999999999,la crique,the cove
crocodile,NOM,m,5.199999999999999,le crocodile,the crocodile
phalange,NOM,f,5.199999999999999,la phalange,the phalanx
guérison,NOM,f,5.199999999999999,la guérison,healing
convoitise,NOM,f,5.199999999999999,la convoitise,lust
cylindre,NOM,m,5.199999999999999,le cylindre,the cylinder
cerne,NOM,m,5.199999999999999,le cerne,the dark circle
fiacre,NOM,m,5.199999999999999,le fiacre,the carriage
boulette,NOM,f,5.199999999999999,la boulette,the meatball
intestin,NOM,m,5.19,le intestin,the intestine
dévier,VER,,5.17,dévier,deviate
desservir,VER,,5.17,desservir,serve
shooter,VER,,5.16,shooter,shooter
opter,VER,,5.16,opter,opt
rétracter,VER,,5.15,rétracter,retract
soupeser,VER,,5.15,soupeser,weigh
toussoter,VER,,5.15,toussoter,toussoter
snob,ADJ,,5.15,snob,snob
embellir,VER,,5.15,embellir,to beautify
concurrent,NOM,m,5.15,le concurrent,the competitor
maladif,ADJ,,5.15,maladif,sickly
inquisiteur,ADJ,,5.140000000000001,inquisiteur,inquisitor
quiétude,NOM,f,5.140000000000001,la quiétude,the quietness
frappe,NOM,f,5.140000000000001,la frappe,the strike
givre,NOM,m,5.140000000000001,le givre,the frost
déplorable,ADJ,,5.140000000000001,déplorable,deplorable
cuirasse,NOM,f,5.140000000000001,la cuirasse,the breastplate
paillette,NOM,f,5.140000000000001,la paillette,the glitter
trompeur,ADJ,,5.140000000000001,trompeur,misleading
prouesse,NOM,f,5.140000000000001,la prouesse,the feat
jasmin,NOM,m,5.140000000000001,le jasmin,jasmine
paradoxal,ADJ,,5.140000000000001,paradoxal,paradoxical
bouse,NOM,f,5.140000000000001,la bouse,the dung
fougue,NOM,f,5.140000000000001,la fougue,the passion
boum,NOM,m,5.14,le boum,the boom
tonner,VER,,5.14,tonner,tonner
baveux,ADJ,,5.14,baveux,drooling
né,ADJ,,5.14,né,nor
imparfait,NOM,m,5.14,le imparfait,the imperfect
fiole,NOM,f,5.14,la fiole,the vial
basilique,NOM,f,5.14,la basilique,the basilica
évasif,ADJ,,5.14,évasif,evasive
irremplaçable,ADJ,,5.14,irremplaçable,irreplaceable
contrôleur,NOM,m,5.14,le contrôleur,the controller
croyable,ADJ,,5.14,croyable,believable
aire,NOM,f,5.14,la aire,the area
souffrant,ADJ,,5.14,souffrant,suffering
panorama,NOM,m,5.14,le panorama,the panoramas
silex,NOM,m,5.14,le silex,flint
ourler,VER,,5.14,ourler,ourler
sexualité,NOM,f,5.14,la sexualité,sexuality
lié,ADJ,,5.14,lié,related
chaste,ADJ,,5.130000000000001,chaste,chaste
chevreuil,NOM,m,5.130000000000001,le chevreuil,the deer
outrage,NOM,m,5.130000000000001,le outrage,the outrage
fiction,NOM,f,5.130000000000001,la fiction,fiction
prospérité,NOM,f,5.13,la prospérité,prosperity
bifteck,NOM,m,5.13,le bifteck,the steak
valser,VER,,5.13,valser,waltz
escarpin,NOM,m,5.13,le escarpin,the pump
noueux,ADJ,,5.13,noueux,knotty
alignement,NOM,m,5.13,le alignement,the alignment
zèbre,NOM,m,5.13,le zèbre,the zebra
transe,NOM,f,5.13,la transe,in trance
arnaque,NOM,f,5.13,la arnaque,the scam
piaf,NOM,m,5.13,le piaf,the bird
inaltérable,ADJ,,5.13,inaltérable,unalterable
escadrille,NOM,f,5.13,la escadrille,the squadron
madone,NOM,f,5.13,la madone,the madonna
matériau,NOM,m,5.13,le matériau,the material
jubiler,VER,,5.1,jubiler,jeweler
sonder,VER,,5.1,sonder,without
triturer,VER,,5.09,triturer,crush
agréer,VER,,5.09,agréer,agree
revendiquer,VER,,5.09,revendiquer,claim
transfigurer,VER,,5.08,transfigurer,transfigure
collectionner,VER,,5.08,collectionner,collect
vacant,ADJ,,5.08,vacant,vacant
mesuré,ADJ,,5.08,mesuré,measure
stupéfier,VER,,5.08,stupéfier,amaze
adhérer,VER,,5.08,adhérer,join
fourguer,VER,,5.08,fourguer,fourguer
convenu,ADJ,,5.08,convenu,agreed
ligoter,VER,,5.08,ligoter,tie up
lignée,NOM,f,5.07,la lignée,the lineage
coûteux,ADJ,,5.07,coûteux,expensive
transistor,NOM,m,5.07,le transistor,the transistor
félicitation,NOM,f,5.07,la félicitation,congratulations
frottement,NOM,m,5.07,le frottement,friction
réveillon,NOM,m,5.07,le réveillon,New Year&#39;s Eve
encastrer,VER,,5.07,encastrer,embed
louis,NOM,m,5.07,le louis,the louis
appuyé,ADJ,,5.07,appuyé,supported
fatalement,ADV,,5.07,fatalement,inevitably
poitrail,NOM,m,5.07,le poitrail,the chest
bordée,NOM,f,5.07,la bordée,the broadside
astuce,NOM,f,5.07,la astuce,the trick
z,NOM,m,5.07,le z,the z
péremptoire,ADJ,,5.07,péremptoire,peremptory
hantise,NOM,f,5.07,la hantise,the haunting
figurant,NOM,m,5.07,le figurant,the extra
redingote,NOM,f,5.07,la redingote,the frock coat
graisseux,ADJ,,5.07,graisseux,greasy
gâteux,ADJ,,5.07,gâteux,cakey
déguisement,NOM,m,5.07,le déguisement,the disguise
averti,ADJ,,5.07,averti,warned
enfoui,ADJ,,5.07,enfoui,buried
tracé,NOM,m,5.07,le tracé,the outline
stupidement,ADV,,5.07,stupidement,stupidly
coucou,NOM,m,5.07,le coucou,the cuckoo
guérite,NOM,f,5.07,la guérite,the sentry box
rompu,ADJ,,5.07,rompu,broken
enclin,ADJ,,5.07,enclin,inclined
gradin,NOM,m,5.07,le gradin,the bleacher
furtivement,ADV,,5.07,furtivement,stealthily
mas,NOM,m,5.07,le mas,the most
symboliser,VER,,5.07,symboliser,symbolize
pâteux,ADJ,,5.07,pâteux,pasty
véhémence,NOM,f,5.07,la véhémence,vehemence
pousse,NOM,f,5.07,la pousse,the shoot
arrivant,NOM,m,5.07,le arrivant,the arrival
verticale,NOM,f,5.07,la verticale,the vertical
revient,NOM,m,5.07,le revient,the return
obéissance,NOM,f,5.07,la obéissance,obedience
nervosité,NOM,f,5.069999999999999,la nervosité,nervousness
écroulement,NOM,m,5.069999999999999,le écroulement,the collapse
sperme,NOM,m,5.069999999999999,le sperme,sperm
adoration,NOM,f,5.0600000000000005,la adoration,the adoration
compétence,NOM,f,5.0600000000000005,la compétence,the skill
technicien,NOM,m,5.0600000000000005,le technicien,the technician
repris,ADJ,,5.0600000000000005,repris,taken back
prolétaire,NOM,m,5.0600000000000005,le prolétaire,the proletarian
châtain,ADJ,,5.0600000000000005,châtain,chestnut
épidémie,NOM,f,5.0600000000000005,la épidémie,the epidemic
exténué,ADJ,,5.0600000000000005,exténué,exhausted
bourré,ADJ,,5.0600000000000005,bourré,stuffed
jésuite,NOM,m,5.0600000000000005,le jésuite,the jesuit
haché,ADJ,,5.0600000000000005,haché,ax
invincible,ADJ,,5.06,invincible,invincible
accueillant,ADJ,,5.06,accueillant,welcoming
avantageux,ADJ,,5.06,avantageux,advantageous
vieilli,ADJ,,5.06,vieilli,aged
quitte,ADJ,,5.06,quitte,quit
moisir,VER,,5.03,moisir,to mold
concilier,VER,,5.03,concilier,reconcile
conformer,VER,,5.0200000000000005,conformer,conformer
cantonner,VER,,5.0200000000000005,cantonner,to confine
terrasser,VER,,5.0200000000000005,terrasser,terraces
éluder,VER,,5.02,éluder,to escape
bouffon,NOM,m,5.01,le bouffon,the jester
accoutumé,ADJ,,5.01,accoutumé,accustomed
superposé,ADJ,,5.01,superposé,superimposed
déclamer,VER,,5.01,déclamer,to declaim
arc-bouter,VER,,5.01,arc-bouter,buttress
éminent,ADJ,,5.0,éminent,prominent
voltigeur,NOM,m,5.0,le voltigeur,the acrobat
scepticisme,NOM,m,5.0,le scepticisme,skepticism
baleine,NOM,f,5.0,la baleine,the whale
prononcé,ADJ,,5.0,prononcé,pronounced
négligeable,ADJ,,5.0,négligeable,negligible
agressivité,NOM,f,5.0,la agressivité,the aggressiveness
étrier,NOM,m,5.0,le étrier,the stirrup
chichi,NOM,m,5.0,le chichi,the fuss
pied-noir,NOM,m,5.0,le pied-noir,the black foot
maturité,NOM,f,5.0,la maturité,maturity
nonchalance,NOM,f,5.0,la nonchalance,nonchalance
trèfle,NOM,m,5.0,le trèfle,the clover
éventré,ADJ,,5.0,éventré,disemboweled
dodu,ADJ,,5.0,dodu,I give
négligence,NOM,f,5.0,la négligence,neglect
gagné,ADJ,,5.0,gagné,won
bouge,NOM,m,5.0,le bouge,the move
exactitude,NOM,f,5.0,la exactitude,the accuracy
agile,ADJ,,5.0,agile,agile
saisissant,ADJ,,5.0,saisissant,striking
ardu,ADJ,,5.0,ardu,arduous
ressentiment,NOM,m,5.0,le ressentiment,resentment
terminus,NOM,m,5.0,le terminus,the terminus
libertin,NOM,m,5.0,le libertin,the libertine
boiserie,NOM,f,5.0,la boiserie,the woodwork
optimiste,ADJ,,5.0,optimiste,optimistic
nounou,NOM,f,5.0,la nounou,the nanny
détaler,VER,,5.0,détaler,run away
meurtri,ADJ,,5.0,meurtri,bruised
jalonner,VER,,5.0,jalonner,to mark
concurrence,NOM,f,5.0,la concurrence,competition
particularité,NOM,f,5.0,la particularité,the particularity
seringue,NOM,f,5.0,la seringue,the syringe
raccourci,NOM,m,5.0,le raccourci,the shortcut
porto,NOM,m,5.0,le porto,I bring them
incrédulité,NOM,f,5.0,la incrédulité,disbelief
incolore,ADJ,,5.0,incolore,colorless
geôlier,NOM,m,4.99,le geôlier,the jailer
impersonnel,ADJ,,4.99,impersonnel,impersonal
garanti,ADJ,,4.99,garanti,warranty
amortir,VER,,4.970000000000001,amortir,cushion
acculer,VER,,4.97,acculer,corner
croupir,VER,,4.96,croupir,to stagnate
escompter,VER,,4.95,escompter,to expect
dégrafer,VER,,4.95,dégrafer,unclip
tarir,VER,,4.95,tarir,dry up
secourir,VER,,4.95,secourir,rescue
limousin,NOM,m,4.95,le limousin,the limousine
méconnaître,VER,,4.95,méconnaître,to be unaware
fumeur,NOM,m,4.95,le fumeur,the smoker
glaner,VER,,4.95,glaner,glean
peler,VER,,4.95,peler,peel
offusquer,VER,,4.95,offusquer,to offend
écailler,VER,,4.94,écailler,to scale
gramme,NOM,m,4.94,le gramme,the gram
constituant,ADJ,,4.94,constituant,constituent
aspirine,NOM,f,4.94,la aspirine,aspirin
pourchasser,VER,,4.94,pourchasser,chase
vengeur,ADJ,,4.94,vengeur,avenger
sceau,NOM,m,4.94,le sceau,the seal
assigner,VER,,4.94,assigner,assign
enfourner,VER,,4.94,enfourner,bake
exclu,ADJ,,4.94,exclu,excluded
déplacé,ADJ,,4.94,déplacé,moved
statuette,NOM,f,4.94,la statuette,the statuette
avatar,NOM,m,4.94,le avatar,the avatar
rugissement,NOM,m,4.94,le rugissement,the roar
gosier,NOM,m,4.94,le gosier,the throat
catéchisme,NOM,m,4.94,le catéchisme,the catechism
coma,NOM,m,4.930000000000001,le coma,the coma
guibolle,NOM,f,4.930000000000001,la guibolle,the guibolle
canif,NOM,m,4.930000000000001,le canif,the penknife
trophée,NOM,m,4.93,le trophée,the trophy
émissaire,NOM,m,4.93,le émissaire,the emissary
complaisant,ADJ,,4.93,complaisant,complacent
noirci,ADJ,,4.93,noirci,blackened
grossesse,NOM,f,4.93,la grossesse,pregnancy
vaccin,NOM,m,4.93,le vaccin,the vaccine
brassard,NOM,m,4.93,le brassard,the armband
orangé,ADJ,,4.93,orangé,orange
monotonie,NOM,f,4.93,la monotonie,to monotony
compréhensif,ADJ,,4.93,compréhensif,understanding
immémorial,ADJ,,4.93,immémorial,immemorial
arc-en-ciel,NOM,m,4.93,le arc-en-ciel,the rainbow
cigale,NOM,f,4.93,la cigale,the cicada
abondamment,ADV,,4.93,abondamment,abundantly
sandwiche,NOM,m,4.93,le sandwiche,the sandwich
clope,NOM,f,4.93,la clope,the cigarette
val,NOM,m,4.93,le val,the valleys
moiteur,NOM,f,4.93,la moiteur,the humidity
dôme,NOM,m,4.93,le dôme,the dome
cieux,NOM,m,4.93,le cieux,the sky
gondole,NOM,f,4.93,la gondole,the gondola
pesamment,ADV,,4.93,pesamment,heavily
rivalité,NOM,f,4.93,la rivalité,the rivalry
allègre,ADJ,,4.93,allègre,cheerful
vermine,NOM,f,4.93,la vermine,vermin
gadoue,NOM,f,4.93,la gadoue,the mud
directive,NOM,f,4.93,la directive,the directive
prostré,ADJ,,4.93,prostré,prostrate
sacrement,NOM,m,4.93,le sacrement,the sacrament
délier,VER,,4.9,délier,untie
purifier,VER,,4.890000000000001,purifier,purifier
terrifier,VER,,4.890000000000001,terrifier,terrifier
amonceler,VER,,4.890000000000001,amonceler,pile up
susurrer,VER,,4.88,susurrer,whisper
abréger,VER,,4.88,abréger,shorten
énoncer,VER,,4.88,énoncer,state
hérissé,ADJ,,4.87,hérissé,bristling
cérémonial,NOM,m,4.87,le cérémonial,the ceremony
constatation,NOM,f,4.87,la constatation,the finding
traîne,NOM,f,4.87,la traîne,the drag
bottine,NOM,f,4.87,la bottine,the boot
apparat,NOM,m,4.87,le apparat,the apparatus
argot,NOM,m,4.87,le argot,the slang
piqué,ADJ,,4.87,piqué,pique
penaud,ADJ,,4.87,penaud,sheepish
funeste,ADJ,,4.87,funeste,fatal
rapetisser,VER,,4.87,rapetisser,rapetisser
perfide,ADJ,,4.87,perfide,perfidious
germanique,ADJ,,4.87,germanique,Germanic
sobriquet,NOM,m,4.87,le sobriquet,the nickname
baquet,NOM,m,4.87,le baquet,the bucket
cintre,NOM,m,4.87,le cintre,the hanger
obèse,ADJ,,4.87,obèse,obese
rasade,NOM,f,4.87,la rasade,the shot
apparenter,VER,,4.87,apparenter,to relate
fruste,ADJ,,4.87,fruste,whips
monarchie,NOM,f,4.87,la monarchie,the monarchy
obstruer,VER,,4.87,obstruer,obstruct
framboise,NOM,f,4.87,la framboise,the raspberry
crevasse,NOM,f,4.869999999999999,la crevasse,the crevasse
druide,NOM,m,4.869999999999999,le druide,the druid
sanction,NOM,f,4.869999999999999,la sanction,the sanction
préoccupé,ADJ,,4.86,préoccupé,concerned
au-dedans,ADV,,4.86,au-dedans,inside
quinte,NOM,f,4.86,la quinte,the fifth
représaille,NOM,f,4.86,la représaille,retaliation
tank,NOM,m,4.86,le tank,the tank
loterie,NOM,f,4.86,la loterie,at the lottery
momi,NOM,m,4.86,le momi,the pump
inflexion,NOM,f,4.86,la inflexion,the inflection
consciencieusement,ADV,,4.86,consciencieusement,conscientiously
antan,NOM,m,4.86,le antan,the olden days
invariablement,ADV,,4.86,invariablement,invariably
grand-peine,ADV,,4.86,grand-peine,great difficulty
orée,NOM,f,4.86,la orée,the edge
bu,ADJ,,4.86,bu,this
démuni,ADJ,,4.86,démuni,destitute
fixité,NOM,f,4.86,la fixité,fixity
détermination,NOM,f,4.859999999999999,la détermination,determination
délavé,ADJ,,4.859999999999999,délavé,faded
maléfique,ADJ,,4.859999999999999,maléfique,evil
seigneurie,NOM,f,4.859999999999999,la seigneurie,the lordship
adroit,ADJ,,4.859999999999999,adroit,adroit
étau,NOM,m,4.859999999999999,le étau,the vice
insoutenable,ADJ,,4.859999999999999,insoutenable,unbearable
voilier,NOM,m,4.859999999999999,le voilier,the sailing boat
saupoudrer,VER,,4.82,saupoudrer,sprinkle
capituler,VER,,4.82,capituler,capitulate
disloquer,VER,,4.82,disloquer,dislocate
vétérinaire,NOM,m,4.8100000000000005,le vétérinaire,the veterinarian
défendu,ADJ,,4.8100000000000005,défendu,defended
oppresser,VER,,4.8100000000000005,oppresser,oppressor
fiancer,VER,,4.81,fiancer,to engage
pagaille,NOM,f,4.800000000000001,la pagaille,the mess
ombrelle,NOM,f,4.800000000000001,la ombrelle,the umbrella
malchance,NOM,f,4.800000000000001,la malchance,bad luck
clandestinité,NOM,f,4.800000000000001,la clandestinité,the underground
requin,NOM,m,4.800000000000001,le requin,the shark
priorité,NOM,f,4.800000000000001,la priorité,priority
féminité,NOM,f,4.800000000000001,la féminité,femininity
puceau,NOM,m,4.8,le puceau,the virgin
